post_id,title,field_name,field_type,current_value_state,existing_value_preview,seed_required,proposed_seed_source,preserve_existing,notes
316,"Поведенческие зависимости",service_general_approach_more_url,url,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_approach_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_approach_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_team_image,image,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_team_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_approach_cards,repeater,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_clinic_landscape_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_clinic_landscape_image,image,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_program_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_program_heading,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_program_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_program_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_program_intro_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_stages_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_stages_heading,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_stages_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_stages_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_stages_support_heading,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_stages_support_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_corridor_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_corridor_image,image,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_corridor_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_specialists_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_founder_quote_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_comfort_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_reviews_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_children_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_faq_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_faq_heading,text,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_faq_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
316,"Поведенческие зависимости",service_general_final_form_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_nav_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_intro_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_intro_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_intro_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_bordered_info_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_bordered_info_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_mid_cta_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",cta_title,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",cta_text,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",cta_button_label,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",cta_button_target,url,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_signs_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_signs_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_signs_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_signs_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_signs_editorial,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_more_url,url,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_team_image,image,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_team_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_approach_cards,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_clinic_landscape_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_clinic_landscape_image,image,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_program_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_program_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_program_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_program_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_program_intro_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_stages_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_stages_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_stages_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_stages_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_stages_support_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_stages_support_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_corridor_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_corridor_image,image,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_corridor_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_specialists_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_founder_quote_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_comfort_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_reviews_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_children_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_faq_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_faq_heading,text,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_faq_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
75,"Профилактический анализ",service_general_final_form_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_nav_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_intro_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_intro_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_intro_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_bordered_info_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_bordered_info_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_mid_cta_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",cta_title,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",cta_text,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",cta_button_label,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",cta_button_target,url,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_signs_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_signs_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_signs_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_signs_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_signs_editorial,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_more_url,url,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_team_image,image,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_team_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_approach_cards,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_clinic_landscape_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_clinic_landscape_image,image,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_program_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_program_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_program_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_program_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_program_intro_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_stages_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_stages_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_stages_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_stages_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_stages_support_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_stages_support_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_corridor_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_corridor_image,image,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_corridor_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_specialists_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_founder_quote_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_comfort_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_reviews_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_children_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_faq_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_faq_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_faq_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1047,"Компьютерная зависимость",service_general_final_form_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_nav_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_intro_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_intro_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_intro_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_bordered_info_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_bordered_info_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_mid_cta_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",cta_title,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",cta_text,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",cta_button_label,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",cta_button_target,url,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_signs_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_signs_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_signs_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_signs_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_signs_editorial,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_more_url,url,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_team_image,image,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_team_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_approach_cards,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_clinic_landscape_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_clinic_landscape_image,image,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_program_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_program_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_program_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_program_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_program_intro_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_stages_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_stages_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_stages_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_stages_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_stages_support_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_stages_support_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_corridor_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_corridor_image,image,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_corridor_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_specialists_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_founder_quote_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_comfort_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_reviews_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_children_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_faq_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_faq_heading,text,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_faq_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
1048,"Лечение опиумной зависимости",service_general_final_form_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_nav_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_intro_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_intro_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_intro_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_bordered_info_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_bordered_info_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_mid_cta_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,cta_title,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,cta_text,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,cta_button_label,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,cta_button_target,url,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_signs_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_signs_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_signs_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_signs_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_signs_editorial,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_more_url,url,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_team_image,image,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_team_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_approach_cards,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_clinic_landscape_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_clinic_landscape_image,image,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_program_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_program_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_program_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_program_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_program_intro_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_stages_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_stages_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_stages_lead,textarea,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_stages_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_stages_support_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_stages_support_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_corridor_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_corridor_image,image,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_corridor_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_specialists_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_founder_quote_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_comfort_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_reviews_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_children_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_faq_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_faq_heading,text,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_faq_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
79,ПТСР,service_general_final_form_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_nav_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_intro_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_intro_heading,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_intro_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_bordered_info_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_bordered_info_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_mid_cta_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",cta_title,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",cta_text,textarea,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",cta_button_label,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",cta_button_target,url,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_signs_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_signs_heading,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_signs_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_signs_items,repeater,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_signs_editorial,textarea,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_heading,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_more_label,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_more_url,url,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_highlight,textarea,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_intro,textarea,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_team_image,image,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_team_image_alt,text,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_approach_cards,repeater,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_clinic_landscape_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_clinic_landscape_image,image,empty,,yes,page_title_or_neutral_demo,no,
80,"Эмоциональное выгорание",service_general_program_visible,true_false,empty,,yes,page_title_or_neutral_demo,no,
