path,status,category,included,reason,risk,notes
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/home-fallbacks.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/home-helpers.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/institutional-helpers.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/reusable-blocks-helpers.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/service-helpers.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/service-template-loader.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/services-hub-helpers.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/v9-static-content.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/page-templates/services-hub.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/components/service-card.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/articles-teaser.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/clinic-landscape.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/comfort.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/founder-quote.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/gallery.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/genotyping.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/hero.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/recovery-intro.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/recovery-life.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/rehabilitation-program.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/rehabilitation-requirements.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/reviews.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/specialists.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/staff-photo.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/treatment-prevention.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/videos.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/home/why-us.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/institutional/about-program.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/institutional/clinic-landscape.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/institutional/founder-quote.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/alcohol-direct-v9.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/alcohol-direct-v9/approach.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/alcohol-direct-v9/faq.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/alcohol-direct-v9/specialists.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/alcohol-direct-v9/stages.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/alcohol-stack.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/bordered-info.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/children.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/corridor.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/faq.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/inner-hero.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/intro.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/mid-cta.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/nature.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/program.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/signs.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/stages.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/subdivision-stack.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/team-stats.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/services-hub/faq.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/services-hub/hero.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/services-hub/rehabilitation-program.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/services-hub/service-group.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/services-hub/service-groups.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/shared/services-inner-hero-v2.php,M,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/apply-site-options-seed-result.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/db-availability-gate.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/dry-run-site-options-seed.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/no-scope-drift-validation.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/olga-admin-usability-after-seed.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/post-seed-options-verification.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/post-seed-route-smoke.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/proposed-site-options-seed-payload.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/runtime-identity-before.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/site-options-field-allowlist.json,M,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/DOCS/,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/INCOMING/01_DESIGN/26.06.2026/,??,other_fp0002,no,excluded pattern /INCOMING/,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/INCOMING/01_DESIGN/Spig_v1.2.fig,??,other_fp0002,no,excluded pattern /INCOMING/,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/INCOMING/02_CONTENT/video/,??,other_fp0002,no,excluded pattern /INCOMING/,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E42-HOME-ACCEPTED.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E44-SERVICES-HUB-ACCEPTED.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E47-SERVICE-GENERAL-ACCEPTED.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E49-FULL-SERVICE-ROLLOUT-ACCEPTED-AFTER-FIX01.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E49-FULL-SERVICE-ROLLOUT-ACCEPTED.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E50-SERVICE-SECTIONS-DEMO-ACF-SOT-ACCEPTED.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E51-PLACEHOLDER-MODE-ACCEPTED.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E29C-E35-FIX01-selective-persistence.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E29C-excel-structure-completion-generic-pages-favicon.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E30-services-catalog-child-services-listing-controls.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E31-program-pages-direction-links-validation-relax.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E32-home-services-accordion-gallery-service-placeholder.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E33-FIX01-uslugi-sliders-match-home-gallery.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E33-service-image-admin-binding-placeholder-uslugi-slider.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E34-specialists-child-pages-auto-slider.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E35-FIX01-alcohol-article-image-restore.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E36-E37-selective-persistence.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E36-home-recovery-life-mobile.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E37-home-rehabilitation-program-direction-mobile.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-FIX01-home-admin-orphan-fields-hygiene.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-home-admin-parity-uslugi-heading-links.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E39-home-admin-order-localization.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E40-home-admin-editable-blocks-expansion.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E41-FIX01-hero-height-rehab-program-intro.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E41-home-admin-hero-toggles-recovery-life.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E42-home-freeze-admin-parity-summary.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E43-FIX01-services-category-intro-lead-fields.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E43-services-hub-admin-parity.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E44-services-freeze-layout-variant-governance.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX01-service-layout-model-and-child-services.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX02-rename-alcohol-special-layout.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX03-service-layout-selector-simplification.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-service-layout-variant-implementation.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX01-service-section-hero-admin-separation.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX02-service-section-repeaters-stages.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX03-section-cta-program-fallback.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX04-section-admin-cleanup-landscape.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX05-section-demo-data-no-template-fallback.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-service-section-admin-parity-zavisimosti.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX01-service-general-admin-ux-cleanup.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX02-service-general-acf-render.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX03-service-signs-readmore.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX04-service-signs-readmore-toggle.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-service-general-admin-parity-alcohol.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-service-general-freeze.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E48-representative-services-rollout.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-FIX01-restore-315-service-layout.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout-freeze-after-fix01.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout-freeze.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E50-service-sections-demo-acf-sot-freeze.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E50-service-sections-demo-acf-sot.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
