path,staged_status,manifest_included,scope_ok,result,notes
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E36-E37-selective-persistence.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E36-home-recovery-life-mobile.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E37-home-rehabilitation-program-direction-mobile.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-E51-persistence.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-FIX01-home-admin-orphan-fields-hygiene.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-home-admin-parity-uslugi-heading-links.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E39-home-admin-order-localization.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E40-home-admin-editable-blocks-expansion.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E41-FIX01-hero-height-rehab-program-intro.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E41-home-admin-hero-toggles-recovery-life.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E42-home-freeze-admin-parity-summary.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E43-FIX01-services-category-intro-lead-fields.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E43-services-hub-admin-parity.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E44-services-freeze-layout-variant-governance.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX01-service-layout-model-and-child-services.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX02-rename-alcohol-special-layout.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX03-service-layout-selector-simplification.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-service-layout-variant-implementation.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX01-service-section-hero-admin-separation.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX02-service-section-repeaters-stages.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX03-section-cta-program-fallback.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX04-section-admin-cleanup-landscape.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX05-section-demo-data-no-template-fallback.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-service-section-admin-parity-zavisimosti.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX01-service-general-admin-ux-cleanup.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX02-service-general-acf-render.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX03-service-signs-readmore.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX04-service-signs-readmore-toggle.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-service-general-admin-parity-alcohol.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-service-general-freeze.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E48-representative-services-rollout.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-FIX01-restore-315-service-layout.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout-freeze-after-fix01.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout-freeze.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E50-service-sections-demo-acf-sot-freeze.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E50-service-sections-demo-acf-sot.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-FIX01-placeholder-manual-switch-persistence.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-FIX02-real-admin-placeholder-switch.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-placeholder-layout-mode-restore.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-placeholder-mode-freeze.md,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_compare-hero-img.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_decode-network.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_deep-walk.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_export-service-leaf-hero.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-arrow.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-blobs.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-fig-package002.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-service-leaf-pass-opening.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-services-block2b.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-subdivision-pass1.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-vector-raw.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_fig-services-extract.json,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-asset.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-asset2.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-temp/692745a6de15edf3d169fcea125904ecf63dd11a,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-temp/692745a6de15edf3d169fcea125904ecf63dd11a.png,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-temp/de219c6e462c8bf42469bb33751a81252eedc07f,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-temp/de219c6e462c8bf42469bb33751a81252eedc07f.png,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_pass1-trees.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_probe-leaf-hero.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_recon-registry.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_service-leaf-fig-extract.json,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_walk-subdivision.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/export-o-centre-hero-compare.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-lower-home-corrections-fig.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-lower-home-fig.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-o-centre-images-tabs.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-o-centre-pass.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-o-centre-spig-v1.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/hash-fig-zip-images.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/o-centre-infrastructure-forensics.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/probe-o-centre-hero.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/resolve-o-centre-tabs.mjs,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_cmp_home.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_e43fix01_seed_result.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_reg_tmp.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix02-seed-runner.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix03-clean77.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix03-seed-validate.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix04-admin-probe.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix04-admin.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix04-seed-result.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix04-seed.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-admin.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-backup-audit-result.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-backup-audit.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-check-values.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-fe-home.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-fe-psi.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-fe-rpp.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-fe-uslugi.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-fe-zavisimosti.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-frontend-detail.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-legacy-probe.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-legacy-probe.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-media-probe.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-media-probe.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-seed-result.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-seed-sync.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-validate-result.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/_v9-06e46-fix05-validate.php,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-blog-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-home-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-kontakty-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-ocentre-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-psih-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-rpp-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-spec-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-uslugi-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/snap-zavisimosti-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-file-manifest.csv,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-preflight.csv,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-run-summary.json,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-runtime-validation.csv,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-safety-scan.csv,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-staging-paths.txt,A,yes,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-fix01-home-acf-field-classification-after.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-home-acf-field-classification.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e39-home-admin-field-order-before-after.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e39-home-frontend-section-order.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e39-localization-audit.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e40-home-acf-fields-added.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e40-home-current-content-extraction.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e40-home-gallery-settings-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e40-home-media-fields-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e41-fix01-hero-slider-height-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e41-fix01-rehab-program-fields-audit.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e41-home-automated-block-toggle-audit.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e41-home-hero-slider-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e41-home-recovery-life-stage-markup-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e42-home-block-model.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e42-paths.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-fix01-admin-probe.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-fix01-route-regression.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-fix01-service-acf-field-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-fix01-services-category-intro-lead-map.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-fix01-services-category-render-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-fix01-uslugi-after.html,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-regression.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-services-hub-acf-fields-added.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-services-hub-block-model.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-services-hub-frontend-block-audit.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-services-hub-generated-block-settings-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-services-hub-hero-slider-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e43-source-runtime-sync.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-service-layout-variant-admin-conditional-logic.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-service-layout-variant-frontend-effect.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-service-layout-variant-inventory.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-service-layout-variant-references.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-services-freeze-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-uslugi-admin-inventory.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e44-validation-summary.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e45-fix01-child-services-block-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e45-fix01-seed-summary.json,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e45-fix01-service-admin-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e45-fix01-service-frontend-validation.csv,A,partial,yes,PASS,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e45-fix01-service-hierarchy-layout-plan.csv,A,partial,yes,PASS,
