path,category,forbidden_hit,result
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/DOCS/FORGE-PROGER-EXPERIENCE-PACK/v9-06-batch-01/WEB-GPT-CHAT-MIGRATION-NOTES.md,experience_pack,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/DOCS/GENERIC-PAGES-ADMIN-PARITY-MODEL-v1.md,docs,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/DOCS/SERVICE-LAYOUT-VARIANT-GOVERNANCE-v1.md,docs,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/PROJECT-STATUS.md,status_authority,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/screenshots/v9-06e53-admin-ux/generic-page-1039-sections.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/screenshots/v9-06e53-admin-ux/README-screenshot-status.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/screenshots/v9-06e53-admin-ux/service-page-315-315-sections.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/screenshots/v9-06e53-admin-ux/service-page-74-sections.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/screenshots/v9-06e53-admin-ux/service-section-73-sections.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-current-head-manifest.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-current-head-postcommit-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-current-head-preflight.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-current-head-safety-scan.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-current-head-staged-diff.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-manifest.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-preflight.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-safety-scan.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-persistence-microcommit-staged-diff.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-push-ahead-commits.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-push-ahead-path-scan.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-push-postpush-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-push-preflight.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e38-e51-push-result.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-audit-summary.json,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-backup-path.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-e53-closeout-manifest.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-e53-closeout-safety-scan.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-empty-field-hide-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-generic-pages-current-model-audit.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-generic-pages-frontend-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-generic-pages-inventory.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-generic-pages-seeding.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-generic-placeholder-switch-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-regression-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-run-summary.json,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e52-source-runtime-sync.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-admin-ux-audit.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-admin-visual-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-backup-path.txt,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-freeze-admin-validation.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-freeze-backup-manifest.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-freeze-frontend-regression.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-freeze-source-runtime-sync.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-frontend-regression.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/v9-06e53-source-runtime-sync.csv,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/FREEZE-FP-0002-V9-06E53-ADMIN-UX-ACCEPTED.md,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-E51-persistence-microcommit-current-head.md,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-E51-push.md,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E52-generic-pages-demo-acf-sot-placeholder.md,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E53-admin-ux-section-styling-freeze.md,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E53-admin-ux-section-styling.md,reports_evidence,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/acf-json/group_fp02_page_generic_content.json,acf_json,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/acf-json/group_fp02_page_layout_mode.json,acf_json,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/plugins/shpigovsky-core/src/Admin/EditorRestrictions.php,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/plugins/shpigovsky-core/src/Fields/FieldGroups.php,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/SOURCE-AUTHORITY.md,status_authority,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/assets/css/admin-fp02-acf.css,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/assets/css/admin-home-acf.css,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/admin-editor.php,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/page-templates/generic.php,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/generic/content-page.php,wordpress_source,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_audit_inventory.php,validation_e52,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_backup_exports.php,validation_e52,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_backup.ps1,validation_e52,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_debug_meta.php,validation_e52,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_empty_hide_probe.php,validation_e52,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_fix_seed_revalidate.php,validation_e52,no,PASS
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06e52-generic-pages-demo-acf-sot-placeholder/_e52_sync_seed_validate.php,validation_e52,no,PASS
