commit_hash,path,path_scope,file_status,suspicious,reason,result
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-E51-persistence.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-FIX01-home-admin-orphan-fields-hygiene.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E38-home-admin-parity-uslugi-heading-links.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E39-home-admin-order-localization.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E40-home-admin-editable-blocks-expansion.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E41-FIX01-hero-height-rehab-program-intro.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E41-home-admin-hero-toggles-recovery-life.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E42-home-freeze-admin-parity-summary.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E43-FIX01-services-category-intro-lead-fields.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E43-services-hub-admin-parity.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E44-services-freeze-layout-variant-governance.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX01-service-layout-model-and-child-services.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX02-rename-alcohol-special-layout.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-FIX03-service-layout-selector-simplification.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E45-service-layout-variant-implementation.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX01-service-section-hero-admin-separation.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX02-service-section-repeaters-stages.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX03-section-cta-program-fallback.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX04-section-admin-cleanup-landscape.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-FIX05-section-demo-data-no-template-fallback.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E46-service-section-admin-parity-zavisimosti.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX01-service-general-admin-ux-cleanup.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX02-service-general-acf-render.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX03-service-signs-readmore.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-FIX04-service-signs-readmore-toggle.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-service-general-admin-parity-alcohol.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E47-service-general-freeze.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E48-representative-services-rollout.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-FIX01-restore-315-service-layout.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout-freeze-after-fix01.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout-freeze.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E49-full-service-rollout.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E50-service-sections-demo-acf-sot-freeze.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E50-service-sections-demo-acf-sot.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-FIX01-placeholder-manual-switch-persistence.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-FIX02-real-admin-placeholder-switch.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-placeholder-layout-mode-restore.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-placeholder-mode-freeze.md",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_compare-hero-img.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_decode-network.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_deep-walk.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_export-service-leaf-hero.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-arrow.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-blobs.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-fig-package002.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-service-leaf-pass-opening.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-services-block2b.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-subdivision-pass1.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-vector-raw.mjs",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_fig-services-extract.json",fp0002,A,no,"none",OK
"dba97a3833fc5853dde434aba0da3bbfc875d9fe","workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-asset.mjs",fp0002,A,no,"none",OK
