"group_id","phrase","tier","bid"
"CORV-G05-04","1с бухгалтерия 8.3 синхронизация","T2","412"
"CORV-G05-04","1с бухгалтерия синхронизация","T2","397"
"CORV-G05-04","1с зуп настройка синхронизации","T2","384"
"CORV-G05-04","1с настроить синхронизацию","T2","367"
"CORV-G05-04","1с розница синхронизация","T2","352"
"CORV-G05-04","1с сделать синхронизацию","T2","350"
"CORV-G05-04","1с синхронизация зуп бп","T2","350"
"CORV-G05-04","1с унф синхронизация","T2","350"
"CORV-G05-04","настройка синхронизации 1с","T2","350"
"CORV-G05-04","синхронизация 1с","T2","350"
"CORV-G05-04","синхронизация 1с 8.3","T2","350"
"CORV-G05-04","синхронизация 1с ут","T2","350"
"CORV-G05-04","синхронизация баз 1с","T2","350"
"CORV-G05-04","синхронизация данных в 1с","T2","350"
"CORV-G05-04","синхронизация документов 1с","T2","350"
"CORV-G05-04","синхронизация зуп и 1с бухгалтерия 8.3","T2","350"
"CORV-G05-04","синхронизация между 1с","T2","350"
"CORV-G05-05","настройка обмена 1с","T2","450"
"CORV-G04-01","расчет себестоимости 1с","T2","450"
"CORV-G04-01","себестоимость в 1с","T2","433"
"CORV-G04-02","планирование закупок 1с","T3","350"
"CORV-G04-03","платежный календарь 1с","T3","350"
"CORV-G03-04","1с 7.7 изменить печатную форму","T1","550"
"CORV-G03-04","1с 8.3 изменить печатную форму счета","T1","544"
"CORV-G03-04","1с изменить печатную форму счета","T1","529"
"CORV-G03-04","1с ут изменить печатную форму","T1","514"
"CORV-G03-04","доработка печатной формы 1с","T1","496"
"CORV-G03-04","изменить печатную форму 1с 8.3","T1","484"
"CORV-G03-04","как в 1с изменить печатную форму документа","T1","469"
"CORV-G03-06","доработка рмк 1с","T3","350"
"CORV-G03-06","настройка рмк 1с","T3","333"
"CORV-G03-05","1с 3.0 внешние печатные формы","T2","450"
"CORV-G03-05","1с 8.3 внешние печатные формы упд","T2","444"
"CORV-G03-05","1с бп внешняя печатная форма","T2","429"
"CORV-G03-05","1с бухгалтерия внешние печатные формы","T2","414"
"CORV-G03-05","1с внешние печатные формы управляемые","T2","399"
"CORV-G03-05","1с внешняя печатная форма","T2","384"
"CORV-G03-05","1с внешняя печатная форма макет","T2","369"
"CORV-G03-05","1с внешняя печатная форма обработки","T2","354"
"CORV-G03-05","1с внешняя печатная форма счет","T2","350"
"CORV-G03-05","1с внешняя печатная форма упд","T2","350"
"CORV-G03-05","1с зуп внешняя печатная форма","T2","350"
"CORV-G03-05","1с отладка внешней печатной формы","T2","350"
"CORV-G03-05","1с печать внешней печатной формы","T2","350"
"CORV-G03-05","1с создание внешней печатной формы","T2","350"
"CORV-G03-05","1с ут внешняя печатная форма","T2","350"
"CORV-G03-05","внешние печатные формы 1с 8.3","T2","350"
"CORV-G03-05","внешняя печатная форма 1с 8.3 управляемое","T2","350"
"CORV-G03-05","внешняя печатная форма документа 1с","T2","350"
"CORV-G03-05","параметры внешней печатной формы 1с","T2","350"
"CORV-G03-05","создание внешних печатных форм 1с 8.3","T2","350"
"CORV-G03-02","новый отчет 1с","T2","450"
"CORV-G03-02","создание отчета 1с","T2","433"
"CORV-G03-01","1с доработка отчета движение денежных средств","T1","550"
"CORV-G03-01","1с доработка отчетов","T1","533"
"CORV-G03-01","доработка отчета 1с","T1","505"
"CORV-G03-01","настройка отчета 1с","T1","483"
"CORV-G03-03","1с 8 печатная форма","T1","550"
"CORV-G03-03","1с вывести печатную форму","T1","543"
"CORV-G03-03","1с изменение печатной формы","T1","528"
"CORV-G03-03","1с макеты печатных форм","T1","513"
"CORV-G03-03","1с печатная форма акта","T1","498"
"CORV-G03-03","1с печатная форма договора","T1","483"
"CORV-G03-03","1с печатная форма недоступна","T1","468"
"CORV-G03-03","1с печатная форма печать","T1","453"
"CORV-G03-03","1с печатные формы документов","T1","450"
"CORV-G03-03","1с программно печатную форму","T1","450"
"CORV-G03-03","1с унф печатные формы","T1","450"
"CORV-G03-03","где в 1с печатные формы","T1","450"
"CORV-G03-03","добавить печатную форму в 1с","T1","450"
"CORV-G03-03","макет печатной формы в 1с 8.3","T1","450"
"CORV-G03-03","настройка печатных форм в 1с","T1","450"
"CORV-G03-03","обработки печатная форма 1с","T1","450"
"CORV-G03-03","параметры печатных форм 1с","T1","450"
"CORV-G03-03","печатная форма 1с ут","T1","450"
"CORV-G03-03","печатная форма отчета 1с","T1","450"
"CORV-G03-03","печатные формы 1с","T1","450"
"CORV-G03-03","печатные формы 1с 8.3","T1","450"
"CORV-G03-03","печатные формы 1с бп","T1","450"
"CORV-G03-03","печатные формы 1с конфигуратор","T1","450"
"CORV-G03-03","создание печатной формы 1с","T1","450"
"CORV-G03-03","страница печатной формы 1с","T1","450"
"CORV-G02-04","обновление доработанной 1с","T2","450"
"CORV-G02-04","обновление доработанных конфигураций 1с","T2","431"
"CORV-G02-05","перенос доработок 1с","T3","350"
"CORV-G02-05","сохранение доработок при обновлении 1с","T3","333"
"CORV-G02-06","исправление доработок после обновления 1с","T2","450"
"CORV-G02-02","1с доработка через расширения","T2","450"
"CORV-G02-02","доработка конфигурации 1с","T2","442"
"CORV-G02-02","доработка модулей 1с","T2","427"
"CORV-G02-02","доработка расширений 1с","T2","412"
"CORV-G02-02","доработка типовой конфигурации 1с","T2","398"
"CORV-G02-02","обновление конфигурации 1с с доработками","T2","383"
"CORV-G02-02","примеры реальных задач по доработки конфигурации 1с","T2","368"
"CORV-G02-03","доработка базы 1с","T2","450"
"CORV-G02-01","1с бп доработка","T1","550"
"CORV-G02-01","1с доработка цены","T1","542"
"CORV-G02-01","1с ерп доработка","T1","527"
"CORV-G02-01","1с фреш доработки","T1","512"
"CORV-G02-01","договор доработка 1с","T1","497"
"CORV-G02-01","доработка 1с","T1","479"
"CORV-G02-01","доработка 1с 8.3","T1","467"
"CORV-G02-01","доработка 1с системы","T1","452"
"CORV-G02-01","доработка 1с стоимость","T1","450"
"CORV-G02-01","доработка 1с унф","T1","450"
"CORV-G02-01","доработка 1с ут","T1","450"
"CORV-G02-01","доработки 1с бухгалтерии","T1","450"
"CORV-G02-01","доработки 1с документооборот","T1","450"
"CORV-G02-01","доработки 1с зуп","T1","450"
"CORV-G02-01","доработки 1с erp","T1","450"
"CORV-G02-01","доработки программы 1с","T1","450"
"CORV-G02-01","настройка 1с доработка 1с","T1","450"
"CORV-G02-01","обмен 1с доработка","T1","450"
"CORV-G02-01","примеры доработки 1с","T1","450"
"CORV-G02-01","разработка доработка 1с","T1","450"
"CORV-G02-01","тестирование доработок 1с","T1","450"
"CORV-G02-01","техническое на доработку 1с","T1","450"
"CORV-G02-01","типовые доработки 1с","T1","450"
"CORV-G02-01","услуги доработки 1с","T1","450"
"CORV-G02-01","учет доработки 1с","T1","450"
"CORV-G01-02","программист 1с новосибирск","T1","550"
"CORV-G01-02","программисты 1с новосибирск","T1","532"
"CORV-G01-07","абонентское обслуживание 1с","T2","450"
"CORV-G01-07","абонентское сопровождение 1с","T2","432"
"CORV-G01-07","абонентское сопровождение 1с первый бит","T2","408"
"CORV-G01-06","обслуживание 1с","T2","450"
"CORV-G01-06","обслуживание 1с для организации","T2","434"
"CORV-G01-06","обслуживание и сопровождение 1с","T2","408"
"CORV-G01-06","сопровождение и обслуживание 1с предприятие","T2","383"
"CORV-G01-05","асп сопровождение 1с","T1","550"
"CORV-G01-05","договор сопровождения 1с","T1","542"
"CORV-G01-05","информационно технологическое сопровождение 1с","T1","528"
"CORV-G01-05","информационное сопровождение 1с","T1","512"
"CORV-G01-05","казначейское сопровождение в 1с","T1","498"
"CORV-G01-05","оказание услуг по сопровождению 1с","T1","484"
"CORV-G01-05","окпд 2 сопровождение 1с","T1","468"
"CORV-G01-05","программное сопровождение 1с","T1","452"
"CORV-G01-05","сопровождение 1с","T1","450"
"CORV-G01-05","сопровождение 1с 8","T1","450"
"CORV-G01-05","сопровождение 1с 8.3","T1","450"
"CORV-G01-05","сопровождение 1с бухгалтерия","T1","450"
"CORV-G01-05","сопровождение 1с итс","T1","450"
"CORV-G01-05","сопровождение 1с окпд","T1","450"
"CORV-G01-05","сопровождение 1с предприятие","T1","450"
"CORV-G01-05","сопровождение программных продуктов 1с","T1","450"
"CORV-G01-05","сопровождение продуктов 1с","T1","450"
"CORV-G01-05","сопровождение системы 1с","T1","450"
"CORV-G01-05","сопровождение учета в 1с","T1","450"
"CORV-G01-05","сопровождения программы 1с","T1","450"
"CORV-G01-05","техническое сопровождение 1с","T1","450"
"CORV-G01-05","технологическое сопровождение 1с","T1","450"
"CORV-G01-05","услуг по сопровождению программного продукта 1с","T1","450"
"CORV-G01-05","услуги по сопровождению 1с","T1","450"
"CORV-G01-05","центр сопровождения 1с","T1","450"
"CORV-G01-04","внедрение 1с","T2","450"
"CORV-G01-04","внедренцы и программисты 1с","T2","433"
"CORV-G01-03","настройка 1с","T2","450"
"CORV-G01-03","программист 1с настройка","T2","432"
"CORV-G01-08","1с программист без образования","T2","450"
"CORV-G01-08","ищу 1с программиста для разовой задачи","T2","443"
"CORV-G01-08","образование программист 1с","T2","427"
"CORV-G01-08","программист 1с без высшего образования","T2","413"
"CORV-G01-08","программист 1с высшее образование","T2","398"
"CORV-G01-08","разовая доработка 1с","T2","382"
"CORV-G01-08","разовые работы 1с","T2","367"
"CORV-G01-01","1с программист 2026","T1","550"
"CORV-G01-01","вопрос программисту 1с","T1","542"
"CORV-G01-01","задание программисту 1с","T1","527"
"CORV-G01-01","задачи 1с программиста","T1","512"
"CORV-G01-01","найти программиста 1с","T1","497"
"CORV-G01-01","нужен программист 1с","T1","482"
"CORV-G01-01","отзыв программисту 1с","T1","467"
"CORV-G01-01","программа программист 1с","T1","452"
"CORV-G01-01","программист 1с","T1","450"
"CORV-G01-01","программист 1с предприятие","T1","450"
"CORV-G01-01","программист 1с удаленно","T1","450"
"CORV-G01-01","программист аналитик 1с","T1","450"
"CORV-G01-01","программист разработчик 1с","T1","450"
"CORV-G01-01","программисты 1с спб","T1","450"
"CORV-G01-01","работать программистом 1с","T1","450"
"CORV-G01-01","сколько зарабатывает программист 1с","T1","450"
"CORV-G01-01","сколько программистов 1с","T1","450"
"CORV-G01-01","стал программистом 1с","T1","450"
"CORV-G01-01","стоимость 1с программисты","T1","450"
"CORV-G01-01","стоимость часа 1с программиста","T1","450"
"CORV-G01-01","технические задания программистам 1с","T1","450"
"CORV-G01-01","услуги программиста 1с","T1","450"
"CORV-G01-01","часа программиста 1с","T1","450"
"CORV-G01-01","часа работы программиста 1с","T1","450"
"CORV-G01-01","часы работы программиста 1с","T1","450"
