slot_id,campaign_id,campaign_name,service,mode,group_id,group_name,phrase,normalized_phrase,source_decision,source_geo,expected_xlsx,authority_source_file,authority_source_row_or_key,status,filename,xlsx_row,bid,landing_url
EXP-000011,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-find-hire-specialist,Программист 1С — поиск специалиста,услуги программиста 1с,услуги программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-find-hire-specialist::услуги программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,27,500,
EXP-000012,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-find-hire-specialist,Программист 1С — поиск специалиста,фриланс 1с программист,фриланс 1с программист,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-find-hire-specialist::фриланс 1с программист,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,28,490,
EXP-000013,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-find-hire-specialist,Программист 1С — поиск специалиста,частный программист 1с,частный программист 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-find-hire-specialist::частный программист 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,29,480,
EXP-000014,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,1 час работы программиста 1с,1 час работы программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::1 час работы программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,31,500,
EXP-000015,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,1с стоимость работы программиста,1с стоимость работы программиста,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::1с стоимость работы программиста,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,32,490,
EXP-000016,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,нормо час программиста 1с,нормо час программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::нормо час программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,33,480,
EXP-000017,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,программист 1с 1 час,программист 1с 1 час,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::программист 1с 1 час,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,34,470,
EXP-000018,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,программист 1с стоимость 1 часа,программист 1с стоимость 1 часа,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::программист 1с стоимость 1 часа,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,35,460,
EXP-000019,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,программист 1с цена за час,программист 1с цена за час,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::программист 1с цена за час,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,36,450,
EXP-000020,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,программисты 1с цена,программисты 1с цена,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::программисты 1с цена,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,37,440,
EXP-000021,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,рекомендованная стоимость часа 1с программиста,рекомендованная стоимость часа 1с программиста,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::рекомендованная стоимость часа 1с программиста,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,38,430,
EXP-000022,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,сколько стоит 1 час работы программиста 1с,сколько стоит 1 час работы программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::сколько стоит 1 час работы программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,39,420,
EXP-000023,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,сколько стоит программист 1с,сколько стоит программист 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::сколько стоит программист 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,40,410,
EXP-000024,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,сколько стоит час программиста 1с,сколько стоит час программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::сколько стоит час программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,41,500,
EXP-000025,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,сколько стоит час работы программиста 1с,сколько стоит час работы программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::сколько стоит час работы программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,42,490,
EXP-000026,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,сопровождение 1с стоимость 1 часа,сопровождение 1с стоимость 1 часа,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::сопровождение 1с стоимость 1 часа,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,43,480,
EXP-000027,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,ставка часа программиста 1с,ставка часа программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::ставка часа программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,44,470,
EXP-000028,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость 1 часа работы программиста 1с,стоимость 1 часа работы программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость 1 часа работы программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,45,460,
EXP-000029,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость 1с программисты,стоимость 1с программисты,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость 1с программисты,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,46,450,
EXP-000030,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость работы программиста 1с в час,стоимость работы программиста 1с в час,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость работы программиста 1с в час,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,47,440,
EXP-000031,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость услуг 1с программиста,стоимость услуг 1с программиста,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость услуг 1с программиста,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,48,430,
EXP-000032,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость услуг программиста 1с в час,стоимость услуг программиста 1с в час,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость услуг программиста 1с в час,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,49,420,
EXP-000033,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость часа 1с программиста,стоимость часа 1с программиста,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость часа 1с программиста,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,50,410,
EXP-000034,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость часа 1с программиста 2026,стоимость часа 1с программиста 2026,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость часа 1с программиста 2026,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,51,500,
EXP-000035,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,стоимость часа сопровождения 1с,стоимость часа сопровождения 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::стоимость часа сопровождения 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,52,490,
EXP-000036,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,час работы 1с программиста цена,час работы 1с программиста цена,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::час работы 1с программиста цена,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,53,480,
EXP-000037,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,часа программиста 1с,часа программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::часа программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,54,470,
EXP-000038,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,часа работы программиста 1с,часа работы программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::часа работы программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,55,460,
EXP-000039,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-price-intent,Программист 1С — стоимость часа,часы работы программиста 1с,часы работы программиста 1с,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-price-intent::часы работы программиста 1с,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,56,450,
EXP-000040,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-specialist-by-product,Программист 1С — конфигурации,программист 1с битрикс,программист 1с битрикс,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-specialist-by-product::программист 1с битрикс,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,58,500,
EXP-000041,CA-01-LOCAL,Корво Неро — Программист 1С — Новосибирск и область — поиск,CA-01,LOCAL,ca-01-specialist-by-product,Программист 1С — конфигурации,программист 1с документооборот,программист 1с документооборот,DEPLOYABLE_GROUP_PLAN,LOCAL,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-01-LOCAL::ca-01-specialist-by-product::программист 1с документооборот,expected_and_present,CORVONERO-CA-01-LOCAL-PROGRAMMIST-1S-COMMANDER-IMPORT-v2.6.1.xlsx,59,490,
