"group_id","keyword","positive_base","negative","level","match_type","result_before","correction","result_after"
"CORV-G06-01","маркировка в 1с","маркировка в 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настроить маркировку в 1с","настроить маркировку в 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с","настройка маркировки в 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с бухгалтерия","настройка маркировки в 1с бухгалтерия","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с розница","настройка маркировки в 1с розница","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с розница 2.3","настройка маркировки в 1с розница 2.3","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с розница 3.0","настройка маркировки в 1с розница 3.0","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с унф","настройка маркировки в 1с унф","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с ут","настройка маркировки в 1с ут","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с ут 11","настройка маркировки в 1с ут 11","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка маркировки в 1с ут 11.5","настройка маркировки в 1с ут 11.5","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройка сканера для маркировки в 1с","настройка сканера для маркировки в 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","настройки сканирования кодов маркировки в 1с","настройки сканирования кодов маркировки в 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","подключение маркировки 1с","подключение маркировки 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G06-01","подключение маркировки в 1с","подключение маркировки в 1с","ошибк","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-03","не работает синхронизация 1с","не работает синхронизация 1с","ошибка после обновления","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-03","не работает синхронизация 1с 8.3","не работает синхронизация 1с 8.3","ошибка после обновления","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-03","после обновления 1с не работает синхронизация","после обновления 1с не работает синхронизация","ошибка после обновления","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-03","почему не работает синхронизация в 1с","почему не работает синхронизация в 1с","ошибка после обновления","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","1с ошибка печатная форма недоступна","1с ошибка печатная форма недоступна","не работает","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","1с ошибка печатная форма недоступна","1с ошибка печатная форма недоступна","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","1с ошибка печатная форма недоступна","1с ошибка печатная форма недоступна","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибка 1с","ошибка 1с","не работает","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибка 1с","ошибка 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибка 1с","ошибка 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибка 1с после обновления","ошибка 1с после обновления","не работает","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибка 1с после обновления","ошибка 1с после обновления","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибка 1с после обновления","ошибка 1с после обновления","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибки программиста 1с","ошибки программиста 1с","не работает","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибки программиста 1с","ошибки программиста 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-02","ошибки программиста 1с","ошибки программиста 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-04","восстановление работы 1с","восстановление работы 1с","не работает","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-04","восстановление работы 1с","восстановление работы 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-04","восстановление работы 1с","восстановление работы 1с","ошибка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-04","восстановление работы 1с","восстановление работы 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","1с не работает","1с не работает","ошибка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","1с не работает","1с не работает","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","1с не работает","1с не работает","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","почему не работает программа 1с","почему не работает программа 1с","ошибка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","почему не работает программа 1с","почему не работает программа 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","почему не работает программа 1с","почему не работает программа 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","программа 1с не работает","программа 1с не работает","ошибка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","программа 1с не работает","программа 1с не работает","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","программа 1с не работает","программа 1с не работает","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","срочно программист 1с","срочно программист 1с","ошибка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","срочно программист 1с","срочно программист 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G07-01","срочно программист 1с","срочно программист 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","1с битрикс документооборот интеграция","1с битрикс документооборот интеграция","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","1с битрикс документооборот интеграция","1с битрикс документооборот интеграция","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","1с унф битрикс интеграция","1с унф битрикс интеграция","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","1с унф битрикс интеграция","1с унф битрикс интеграция","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс 24 модуль интеграции с 1с","битрикс 24 модуль интеграции с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс 24 модуль интеграции с 1с","битрикс 24 модуль интеграции с 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс интеграция с 1с","битрикс интеграция с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс интеграция с 1с","битрикс интеграция с 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс интернет магазины интеграцией 1с","битрикс интернет магазины интеграцией 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс интернет магазины интеграцией 1с","битрикс интернет магазины интеграцией 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс сайт интеграция с 1с","битрикс сайт интеграция с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс сайт интеграция с 1с","битрикс сайт интеграция с 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс управление сайтом интеграция с 1с","битрикс управление сайтом интеграция с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","битрикс управление сайтом интеграция с 1с","битрикс управление сайтом интеграция с 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с битрикс","интеграция 1с битрикс","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с битрикс","интеграция 1с битрикс","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с битрикс и битрикс24","интеграция 1с битрикс и битрикс24","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с битрикс и битрикс24","интеграция 1с битрикс и битрикс24","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с битрикс магазина с 1с","интеграция 1с битрикс магазина с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с битрикс магазина с 1с","интеграция 1с битрикс магазина с 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с бухгалтерия битрикс","интеграция 1с бухгалтерия битрикс","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с бухгалтерия битрикс","интеграция 1с бухгалтерия битрикс","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с бухгалтерия и битрикс 24","интеграция 1с бухгалтерия и битрикс 24","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с бухгалтерия и битрикс 24","интеграция 1с бухгалтерия и битрикс 24","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с и битрикс 24","интеграция 1с и битрикс 24","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция 1с и битрикс 24","интеграция 1с и битрикс 24","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс 1с ут","интеграция битрикс 1с ут","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс 1с ут","интеграция битрикс 1с ут","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс 1с фреш","интеграция битрикс 1с фреш","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс 1с фреш","интеграция битрикс 1с фреш","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс 1с erp","интеграция битрикс 1с erp","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс 1с erp","интеграция битрикс 1с erp","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс и 1с управление торговлей","интеграция битрикс и 1с управление торговлей","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция битрикс и 1с управление торговлей","интеграция битрикс и 1с управление торговлей","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция сайта 1с битрикс","интеграция сайта 1с битрикс","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","интеграция сайта 1с битрикс","интеграция сайта 1с битрикс","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","модули интеграции 1с битрикс","модули интеграции 1с битрикс","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","модули интеграции 1с битрикс","модули интеграции 1с битрикс","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","настройка интеграции 1с и битрикс","настройка интеграции 1с и битрикс","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-02","настройка интеграции 1с и битрикс","настройка интеграции 1с и битрикс","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","1с настройка интеграции с сайтом","1с настройка интеграции с сайтом","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","1с унф интеграция с сайтом","1с унф интеграция с сайтом","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","интеграция 1с с сайтом","интеграция 1с с сайтом","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","интеграция сайта с 1с","интеграция сайта с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","интеграция сайта с 1с по api","интеграция сайта с 1с по api","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","обмена с сайтом 1с интеграция","обмена с сайтом 1с интеграция","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","сайт личного кабинета интеграция с 1с","сайт личного кабинета интеграция с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","синхронизация сайта 1с","синхронизация сайта 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-01","управление сайтом интеграция с 1с","управление сайтом интеграция с 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с касса синхронизация розница","1с касса синхронизация розница","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с касса синхронизация розница","1с касса синхронизация розница","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с касса синхронизация с бухгалтерией","1с касса синхронизация с бухгалтерией","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с касса синхронизация с бухгалтерией","1с касса синхронизация с бухгалтерией","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса настройка синхронизации","1с мобильная касса настройка синхронизации","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса настройка синхронизации","1с мобильная касса настройка синхронизации","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса синхронизация","1с мобильная касса синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса синхронизация","1с мобильная касса синхронизация","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса синхронизация с 1с бухгалтерия","1с мобильная касса синхронизация с 1с бухгалтерия","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса синхронизация с 1с бухгалтерия","1с мобильная касса синхронизация с 1с бухгалтерия","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса синхронизация с 1с розница","1с мобильная касса синхронизация с 1с розница","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","1с мобильная касса синхронизация с 1с розница","1с мобильная касса синхронизация с 1с розница","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","интеграция 1с с кассой","интеграция 1с с кассой","сайт","group_cross","STEM_RISK","OK","","PASS"
