"keyword_id","group_id","positive_phrase","likely_intent","commercial_service","confidence","decision","reason","ad_match","landing_match","reviewer_status"
"kw-corv01-disc-2325","CORV-G08-02","модуль тс пиот 1с","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2327","CORV-G08-02","тс пиот 1с атол","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2333","CORV-G08-02","тс пиот 1с бухгалтерия","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2323","CORV-G08-02","тс пиот 1с касса","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2337","CORV-G08-02","тс пиот 1с рмк","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2316","CORV-G08-02","тс пиот 1с розница 2.3","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2338","CORV-G08-02","тс пиот 1с розница 3","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2322","CORV-G08-02","тс пиот 1с розница 3.0","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2328","CORV-G08-02","тс пиот в 1с унф","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2329","CORV-G08-02","тс пиот и 1с розница","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2319","CORV-G08-02","тс пиот установка 1с","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1163","CORV-G08-02","тс пиот честный знак 1с","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1257","CORV-G08-02","тс пиот честный знак 1с розница","Коммерческий запрос по услуге группы CORV-G08-02","Интеграция ТС ПИОТ с 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2258","CORV-G06-05","1с маркировка пива","Подключение или настройка маркировки в 1С для бизнеса","Маркировка напитков в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-016","CORV-G06-05","маркировка пива 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка напитков в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-968","CORV-G06-06","1с маркировка в производстве","Подключение или настройка маркировки в 1С для бизнеса","Маркировка воды в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-922","CORV-G06-06","1с маркировка ввод в оборот","Подключение или настройка маркировки в 1С для бизнеса","Маркировка воды в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2259","CORV-G06-06","1с маркировка воды","Подключение или настройка маркировки в 1С для бизнеса","Маркировка воды в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-017","CORV-G06-06","маркировка воды 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка воды в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1024","CORV-G06-06","маркировка воды в 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка воды в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G06-07-core-маркировка-к","CORV-G06-07","маркировка косметики 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка косметики в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-018","CORV-G06-08","маркировка лекарств 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2271","CORV-G06-08","маркировка лекарств аптека","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2265","CORV-G06-08","маркировка лекарств препаратов","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2274","CORV-G06-08","маркировка лекарств средств","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2267","CORV-G06-08","маркировка упаковки лекарств","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2268","CORV-G06-08","систему маркировки лекарств","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2261","CORV-G06-08","честный знак маркировка лекарств","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2260","CORV-G06-08","маркировка лекарств","Подключение или настройка маркировки в 1С для бизнеса","Маркировка лекарств в 1С","MEDIUM","CONTROLLED TEST","broad_marking_term_needs_narrow_match","yes","yes","REVIEWED"
"seed-CORV-G06-09-core-маркировка-б","CORV-G06-09","маркировка бытовой химии 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка бытовой химии в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2295","CORV-G06-10","автозапчасти маркировка честный знак","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-020","CORV-G06-10","маркировка автозапчастей 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2294","CORV-G06-10","маркировка автозапчастей честный","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2309","CORV-G06-10","маркировка остатков автозапчастей","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2305","CORV-G06-10","маркировка товара автозапчасти","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2314","CORV-G06-10","нужна ли маркировка на автозапчасти","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2306","CORV-G06-10","опубликован проект по маркировке автозапчастей","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2293","CORV-G06-10","маркировка автозапчастей","Подключение или настройка маркировки в 1С для бизнеса","Маркировка автозапчастей в 1С","MEDIUM","CONTROLLED TEST","broad_marking_term_needs_narrow_match","yes","yes","REVIEWED"
"kw-corv01-disc-993","CORV-G06-11","в 1с маркировка моторные масла","Подключение или настройка маркировки в 1С для бизнеса","Маркировка масел в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G06-11-core-маркировка-м","CORV-G06-11","маркировка масел 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка масел в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G06-12-core-маркировка-т","CORV-G06-12","маркировка техники 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка техники в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G06-13-core-маркировка-с","CORV-G06-13","маркировка строительных материалов 1с","Подключение или настройка маркировки в 1С для бизнеса","Маркировка стройматериалов в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1094","CORV-G06-03","1с бухгалтерия честный знак","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1102","CORV-G06-03","1с номенклатура честный знак","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1103","CORV-G06-03","1с торговля честный знак","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1095","CORV-G06-03","1с унф честный знак","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1001","CORV-G06-03","агрегация кодов маркировки честный знак в 1с","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1098","CORV-G06-03","интеграция 1с и честный знак","Заказ настройки или подключения системы в 1С","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-903","CORV-G06-03","коды маркировки честный знак в 1с","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1104","CORV-G06-03","лм честный знак 1с","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1039","CORV-G06-03","маркировка остатков честный знак в 1с","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-920","CORV-G06-03","маркировка товаров в 1с честный знак","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-899","CORV-G06-03","маркировка честный знак в 1с","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-984","CORV-G06-03","маркировка честный знак в 1с бухгалтерия","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1029","CORV-G06-03","маркировка честный знак в 1с розница","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-973","CORV-G06-03","маркировка честный знак в 1с унф","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-975","CORV-G06-03","маркировка честный знак в 1с ут","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1006","CORV-G06-03","маркировка честный знак в 1с erp","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1096","CORV-G06-03","настройка честного знака в 1с","Заказ настройки или подключения системы в 1С","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-988","CORV-G06-03","работа с маркировкой честный знак в 1с","Подключение или настройка маркировки в 1С для бизнеса","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-008","CORV-G06-03","честный знак 1с","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1092","CORV-G06-03","честный знак в 1с","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1099","CORV-G06-03","честный знак в 1с ут","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1093","CORV-G06-03","честный знак модуль 1с","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1097","CORV-G06-03","честный знак через 1с","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1100","CORV-G06-03","1с 8.3 честный знак","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1101","CORV-G06-03","работа с честным знаком в 1с","Коммерческий запрос по услуге группы CORV-G06-03","Честный знак в 1С","MEDIUM","CONTROLLED TEST","ambiguous_commercial_mixed","partial","yes","REVIEWED"
"seed-CORV-G06-04-core-ошибка-марки","CORV-G06-04","ошибка маркировки 1с","Срочная помощь специалиста при сбое 1С","Устранение ошибок маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1067","CORV-G06-01","внедрение маркировки в 1с","Подключение или настройка маркировки в 1С для бизнеса","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-007","CORV-G06-01","маркировка в 1с","Подключение или настройка маркировки в 1С для бизнеса","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-914","CORV-G06-01","настроить маркировку в 1с","Подключение или настройка маркировки в 1С для бизнеса","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-905","CORV-G06-01","настройка маркировки в 1с","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1017","CORV-G06-01","настройка маркировки в 1с бухгалтерия","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-964","CORV-G06-01","настройка маркировки в 1с розница","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1071","CORV-G06-01","настройка маркировки в 1с розница 2.3","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1037","CORV-G06-01","настройка маркировки в 1с розница 3.0","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1016","CORV-G06-01","настройка маркировки в 1с унф","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-949","CORV-G06-01","настройка маркировки в 1с ут","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1022","CORV-G06-01","настройка маркировки в 1с ут 11","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1008","CORV-G06-01","настройка маркировки в 1с ут 11.5","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1012","CORV-G06-01","настройка сканера для маркировки в 1с","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1019","CORV-G06-01","настройки сканирования кодов маркировки в 1с","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G06-01-core-подключение-","CORV-G06-01","подключение маркировки 1с","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1038","CORV-G06-01","подключение маркировки в 1с","Заказ настройки или подключения системы в 1С","Подключение маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1084","CORV-G06-02","маркировка в 1с розница настройка номенклатуры","Заказ настройки или подключения системы в 1С","Настройка маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1081","CORV-G06-02","маркировка моторных масел в 1с розница настройка","Заказ настройки или подключения системы в 1С","Настройка маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G06-02-core-настройка-ма","CORV-G06-02","настройка маркировки 1с","Заказ настройки или подключения системы в 1С","Настройка маркировки в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G07-03-core-не-работает-","CORV-G07-03","не работает синхронизация 1с","Срочная помощь специалиста при сбое 1С","Восстановление обмена и синхронизации 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2170","CORV-G07-03","не работает синхронизация 1с 8.3","Срочная помощь специалиста при сбое 1С","Восстановление обмена и синхронизации 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2209","CORV-G07-03","после обновления 1с не работает синхронизация","Срочная помощь специалиста при сбое 1С","Восстановление обмена и синхронизации 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2207","CORV-G07-03","почему не работает синхронизация в 1с","Срочная помощь специалиста при сбое 1С","Восстановление обмена и синхронизации 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1760","CORV-G07-02","1с ошибка печатная форма недоступна","Срочная помощь специалиста при сбое 1С","Устранение ошибок 1С после обновления","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G07-02-core-ошибка-1с","CORV-G07-02","ошибка 1с","Срочная помощь специалиста при сбое 1С","Устранение ошибок 1С после обновления","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G07-02-core-ошибка-1с-по","CORV-G07-02","ошибка 1с после обновления","Срочная помощь специалиста при сбое 1С","Устранение ошибок 1С после обновления","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-292","CORV-G07-02","ошибки программиста 1с","Срочная помощь специалиста при сбое 1С","Устранение ошибок 1С после обновления","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G07-04-core-восстановлен","CORV-G07-04","восстановление работы 1с","Коммерческий запрос по услуге группы CORV-G07-04","Восстановление работы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-015","CORV-G07-01","1с не работает","Срочная помощь специалиста при сбое 1С","Диагностика и помощь при сбое 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2257","CORV-G07-01","почему не работает программа 1с","Срочная помощь специалиста при сбое 1С","Диагностика и помощь при сбое 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2256","CORV-G07-01","программа 1с не работает","Срочная помощь специалиста при сбое 1С","Диагностика и помощь при сбое 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-014","CORV-G07-01","срочно программист 1с","Поиск программиста или аутсорсинг 1С","Диагностика и помощь при сбое 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-877","CORV-G05-02","1с битрикс документооборот интеграция","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-874","CORV-G05-02","1с унф битрикс интеграция","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-879","CORV-G05-02","битрикс 24 модуль интеграции с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
